,features,coefs,mae
71,"('yr', 'mnth', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.8208596   -28.13007501  319.35131251  918.45765635   11.64583922
  145.49329927  -54.76420639   20.38838773   42.77978509  240.06464406
 -434.61677289  243.52110199  317.52553712 -315.82671868]",623.5725818685855
72,"('yr', 'mnth', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.82170868  -28.12081408  319.35881815  918.44314664   11.64898966
  145.49028578  -54.75832959   20.39280428   42.78832019  240.0686732
 -434.61343289  243.51168561  215.76124936 -100.36394142 -349.81942276]",623.577053264216
73,"('yr', 'mnth', 'workingday', 'atemp', 'leaflets', 'weekday_1', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1009.08543607  -32.65187981  170.84946694  917.66149045   14.57188343
  -84.18118635   29.29006883  115.93959852 -439.74876787  244.03043085
  216.26993797 -100.49874869 -350.94390936]",623.5778439966889
74,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[ 1.01089531e+03 -2.79315385e+01 -1.20777413e+02  9.18508140e+02
  1.15004649e+01 -9.35619816e+01 -5.35893343e+01  2.08236732e+01
  4.31462284e+01 -1.91618196e-01 -4.34389247e+02  2.43497961e+02
 -3.12390104e+02 -4.21824710e+02]",623.584996689971
75,"('yr', 'mnth', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_3')","[1009.17086635  -30.64164938  167.01368446  917.50953426    9.34022687
   54.72671761  -81.24567295    7.77748893   34.3040226   118.4742148
 -440.10131754  242.29990918  319.79262333 -317.12003668]",623.5881023089387
76,"('yr', 'holiday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1012.04838823 -119.12990604  912.56924705    7.93487652   52.18409458
  -93.98460938  -53.8898654    20.29597205   44.92665018 -429.77425233
  224.32972698 1238.94670613  903.88486846]",623.5937328122698
77,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1010.89380964  -27.93687937 -120.77317415  918.52687175   11.49281654
  -93.49739798  -53.52641499   20.88872959   43.2101215  -434.37816901
  243.50487622 -312.38672288 -421.81743378]",623.5957070554888
78,"('yr', 'workingday', 'atemp', 'price reduction', 'weekday_1', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1009.42607491  169.95939324  911.72540347   56.06648946  -83.22251924
   32.4347943   118.24634285 -432.93111312  221.79842218 1244.68409334
  908.72153791]",623.598423471082
79,"('yr', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1011.97552828  314.82752707  912.70847834    7.98531754   52.37466252
  142.46284742  -54.31055464   20.63628847   45.32684235  239.09610794
 -429.81033266  224.25455439 1238.64100205  903.63533252]",623.5989867671744
80,"('yr', 'mnth', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1009.17177226  -30.63203235  167.02433379  917.49489294    9.34293525
   54.73115292  -81.23912027    7.78219524   34.31306359  118.48103297
 -440.09787624  242.29025351  217.14742263 -101.23285068 -351.40708817]",623.6011262711572
81,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1010.90460977  -27.92130005  -74.92729289  124.36210579  918.5051968
   11.50241707  -53.53910215   20.85228423   43.17191291   93.50725446
 -434.37887105  243.49527476 -312.37905787 -421.81192234]",623.6121617761557
82,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'season_1', 'season_4', 'weathersit_1', 'weathersit_3')","[ 1.01088498e+03 -2.78855925e+01 -1.20534554e+02  7.10051442e-01
  9.18432938e+02  1.15078432e+01 -9.31737612e+01 -5.37058747e+01
  2.06932595e+01  4.30162101e+01 -4.34421610e+02  2.43471618e+02
  3.17560017e+02 -3.15868371e+02]",623.6154856782789
83,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.88194211  -27.8884852  -102.07317993   50.776561    918.45047785
   11.4971782   -55.59268898  -53.64177099   20.74990897   43.07126117
   37.98562971 -434.41063689  243.47773585  317.56134991 -315.86668164]",623.6172196084913
84,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[ 1.01088583e+03 -2.78763273e+01 -1.20536565e+02  7.12216472e-01
  9.18418427e+02  1.15109923e+01 -9.31807774e+01 -5.36999842e+01
  2.06976795e+01  4.30247482e+01 -4.34418267e+02  2.43462200e+02
  2.15785860e+02 -1.00373675e+02 -3.49864373e+02]",623.6199580554713
85,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.88279211  -27.87922001 -102.07456688   50.78041809  918.43596651
   11.50032695  -55.59843512  -53.63587831   20.7543309    43.07980114
   37.98691346 -434.40729373  243.46831788  215.7862819  -100.3745738
 -349.86298739]",623.6216920843441
86,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_3')","[ 1.01088241e+03 -2.78948765e+01 -1.20788976e+02  9.18465393e+02
  1.14946421e+01 -9.35939917e+01 -5.35969396e+01  2.08060315e+01
  4.31269739e+01 -2.04192358e-01 -4.34402426e+02  2.43483605e+02
  3.17553994e+02 -3.15857695e+02]",623.6341580205517
87,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[ 1.01088326e+03 -2.78856120e+01 -1.20791785e+02  9.18450883e+02
  1.14977906e+01 -9.36026243e+01 -5.35910437e+01  2.08104576e+01
  4.31355179e+01 -2.05809543e-01 -4.34399083e+02  2.43474188e+02
  2.15781015e+02 -1.00372513e+02 -3.49853302e+02]",623.6386316912369
88,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'season_1', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.8808162   -27.90056848 -120.78445938  918.48535551   11.48649189
  -93.5251696   -53.52989154   20.87535706   43.19505981 -434.39062174
  243.49097449  317.55033008 -315.851164  ]",623.6455704969892
89,"('yr', 'mnth', 'workingday', 'atemp', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.84206344  -27.76838923  312.75536172  920.0297181    52.60651693
  141.14977792  -54.26356749   21.00299684   46.43135098  238.3204341
 -433.71607465  242.25621411 1235.25541992  901.29514072]",623.6467390188275
90,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.88165359  -27.89134911 -120.78723217  918.4710038    11.48957581
  -93.53325709  -53.52346461   20.88033218   43.204143   -434.38718457
  243.48161559  215.77803841 -100.37180649 -349.84648007]",623.6501345213479
91,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.89171804  -27.88463586  -74.92317211  124.40464601  918.46245135
   11.49659509  -53.54668857   20.83465444   43.15266933   93.52673357
 -434.39204655  243.48091862  317.54276281 -315.84865087]",623.6613313983146
92,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.892569    -27.87537082  -74.92175289  124.41611272  918.44794211
   11.4997436   -53.54078642   20.83908487   43.16121721   93.53375772
 -434.38870168  243.47150153  215.77372388 -100.3686258  -349.8429402 ]",623.6658081683207
93,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_5', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1011.4741903   -29.03036449 -119.81339786  920.0979569    12.19539643
  -98.23118499  -58.79962759   38.75535439 -433.7426065   243.81583826
 1235.03567077  902.63816614]",623.6864026843493
94,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_4', 'weekday_5', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1012.23963896  -28.35886549 -140.5947948   -21.53461594  921.19703112
   10.63115644  -92.53414404   38.86024299   60.75020738 -430.80877568
  244.92569641 1224.65610265  891.83425332]",623.6929751474268
95,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1012.23465158  -28.36348356 -117.3750198    41.38626362  921.21660291
   10.61967584  -45.3291158    38.9052899    60.7942876    47.71339658
 -430.79939967  244.93144632 1224.66094034  891.83817667]",623.6952615785291
96,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1012.23448959  -28.36911693 -132.62124109  921.22762007   10.61847128
  -76.3139651    38.93916797   60.82829895   16.57490222 -430.79472204
  244.93534881 1224.63798818  891.82186469]",623.701904615398
97,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1012.03461271 -120.01122927   -2.50704473  912.74139136    7.85462254
   52.25222697  -95.22716844  -53.26944898   20.93699726   45.55856148
 -429.65727611  224.36320944 1238.749277    903.72041981]",623.704702262266
98,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1012.031513   -100.80870465   49.56868982  912.75893271    7.84285073
   52.26045891  -56.13801498  -53.20280944   20.99581367   45.61606596
   39.51036897 -429.64549431  224.36755005 1238.74654409  903.71602209]",623.708116107753
99,"('yr', 'holiday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1012.0320699  -119.07936209  912.77197157    7.84016323   52.26440295
  -93.23543865  -53.1590435    21.05050391   45.67042749    2.22908219
 -429.6365039   224.36920976 1238.71518593  903.69190397]",623.7239698421744
100,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1012.24147238  -28.36124347  -95.20794163  101.45284603  921.22394744
   10.62103169   38.94921852   60.83648616   93.00050801 -430.78851293
  244.93217101 1224.612272    891.80599873]",623.730920700438
101,"('yr', 'workingday', 'atemp', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1009.36690565  150.28414315  914.09113053   33.38187023   56.87707853
  127.85135535 -428.68737441  223.88825131 1229.87894189  894.45090119]",623.7328734768986
102,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.91591908  -27.52555862 -119.61044599   -3.53025678  919.99330327
   52.47725056  -95.75863662  -53.23213583   21.29583063   46.64726404
 -433.53686334  242.20697132 1235.38550662  901.39316129]",623.7522426388213
103,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1012.0412723   -73.39269474  123.91896064  912.7718811     7.84297147
   52.25136239  -53.10679496   21.08145205   45.69794294   95.59586423
 -429.62728087  224.37339823 1238.67392675  903.66344816]",623.7529364196502
104,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.91377872  -27.52760646 -100.20045893   49.10641581  920.01056974
   52.48446234  -56.24853844  -53.16517232   21.35491555   46.70467805
   39.93534796 -433.52667849  242.21273802 1235.38099499  901.38706412]",623.7571072904083
105,"('yr', 'workingday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.82035255  323.21286855  913.53835941  149.31117473  -53.57050253
   21.60738545   44.05519274  243.62785528 -427.39965274  224.6609434
 1236.60495941  903.17127528]",623.7629328770242
106,"('yr', 'workingday', 'atemp', 'leaflets', 'weekday_1', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.43605622  178.74561214  908.28163258   17.07626467  -90.14551734
  114.433181   -435.06548712  220.96266263 1245.90066084  911.84478028]",623.7639086808674
107,"('yr', 'mnth', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_1', 'weekday_3', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1009.96608964  -29.79719519  176.6586569   915.59337449   11.44166081
   53.06749539  -89.1240304     4.02858245  116.4118818  -441.15574857
  239.73872962 1246.2871271   911.94663278]",623.7717352609269
108,"('yr', 'mnth', 'holiday', 'atemp', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.91446603  -27.53345673 -118.3003648   920.02468017   52.48802684
  -92.99998736  -53.12194408   21.40903622   46.75848967    3.0016767
 -433.51909452  242.21819274 1235.34869417  901.36216307]",623.7748794555571
109,"('yr', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1011.99392937  320.66124033  912.29501428   13.33163357  140.07549983
  -61.25758356   36.15114988  233.91206017 -429.37309326  224.70996913
 1239.55557183  905.9611284 ]",623.7786375832018
110,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1011.67289133  -27.05894585 -113.2379345    19.6200458   915.79792172
   14.05248472  -92.74664463  -67.794788      6.67270144 -436.24225382
  240.54043294 1242.35971939  910.11725057]",623.7983943888519
111,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1011.67064541  -27.05931418  -98.33149978   60.0458049   915.80827455
   14.04604292  -62.41694128  -67.75780163    6.70338086   30.65628064
 -436.23594016  240.5422446  1242.3684018   910.12506082]",623.8003915394636
112,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'price reduction', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.92360483  -27.52399021  -72.73061748  123.60309218  920.02268352
   52.47542229  -53.0689372    21.44071145   46.78664613   96.1312429
 -433.50778698  242.21624865 1235.30881509  901.33482905]",623.8057046811009
113,"('yr', 'mnth', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_1', 'weekday_3', 'weekday_4', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1009.98373874  -29.79746892  177.16399987  915.61640823   11.44394035
   53.10287187  -89.52730949    3.56862086   -1.40894503  116.33200156
 -441.1349666   239.77954858 1246.39903711  912.03495553]",623.8133946913234
114,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1011.67148682  -27.06392761 -120.46392281  915.82024463   14.04624464
 -107.37729899  -67.72666772    6.74743121  -14.52705005 -436.23001956
  240.54454793 1242.3461119   910.11217926]",623.8152960455774
115,"('yr', 'mnth', 'workingday', 'atemp', 'price reduction', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1008.3564228   -31.24321143  167.10614494  918.42865513   55.56900989
  -81.11648985    8.01221476   34.85879215  119.00324942 -439.13744581
  242.62703896 -314.57465903 -424.19659587]",623.8454293276482
116,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1011.68201217  -27.05088333  -67.83387652  142.75255479  915.81383185
   14.04982117  -67.6813995     6.76755847   93.01532017 -436.22033429
  240.53938155 1242.31280763  910.09158359]",623.8542170898479
117,"('yr', 'holiday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.89422814 -122.25243785  913.55156417  -92.81908205  -52.54029441
   21.87413402   44.25399877 -427.26781097  224.77018663 1236.72069565
  903.25702941]",623.8637484104845
118,"('yr', 'holiday', 'workingday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[ 1.01089377e+03 -1.22306749e+02 -1.54591288e-01  9.13561832e+02
 -9.28955746e+01 -5.25020205e+01  2.19137004e+01  4.42926648e+01
 -4.27261037e+02  2.24772311e+02  1.23670767e+03  9.03246164e+02]",623.8699552043474
